100 30
4.006235599517822266e-01 -3.114875555038452148e-01 3.548278808593750000e-01 -1.388229615986347198e-02 1.241311803460121155e-01 -1.575312018394470215e-02 1.388526558876037598e-01 -3.888554126024246216e-02 3.843614086508750916e-02 -7.533535361289978027e-02 1.006561517715454102e-01 1.556608080863952637e-01 5.026175826787948608e-02 7.987569086253643036e-03 -1.259256340563297272e-02 -7.026907056570053101e-02 3.704286366701126099e-02 1.530187577009201050e-01 1.680414974689483643e-01 -6.222844123840332031e-03 5.507259815931320190e-02 1.822131276130676270e-01 4.288713261485099792e-02 6.005861610174179077e-02 6.685186177492141724e-02 -1.005426794290542603e-01 7.429275661706924438e-02 -3.355292975902557373e-02 6.603140383958816528e-02 -9.964333474636077881e-02
6.424704939126968384e-02 -6.843113303184509277e-01 -6.540048867464065552e-02 -7.016362547874450684e-01 -1.192823797464370728e-01 2.758055739104747772e-02 -5.097173526883125305e-02 -7.066457532346248627e-03 -3.334899246692657471e-02 -9.432578459382057190e-03 1.175358798354864120e-02 8.256115764379501343e-02 -6.044813618063926697e-02 -3.328274562954902649e-02 -9.140705317258834839e-02 2.001103200018405914e-02 -1.573357284069061279e-01 7.858862727880477905e-02 -1.084659621119499207e-02 1.849806904792785645e-01 4.454769194126129150e-02 1.046421080827713013e-01 1.685910671949386597e-02 -5.969839636236429214e-03 1.870375499129295349e-02 -1.650713980197906494e-01 1.486360430717468262e-01 -2.507179379463195801e-01 -8.724672719836235046e-03 -2.609435468912124634e-02
1.624245196580886841e-01 5.699682831764221191e-01 -1.641069799661636353e-01 5.947293043136596680e-01 -1.658316701650619507e-01 1.151916384696960449e-01 -1.818519085645675659e-01 -1.800903826951980591e-01 -3.689103946089744568e-02 2.022877708077430725e-02 -1.481696683913469315e-02 -1.456013415008783340e-02 -1.464043408632278442e-01 4.464041441679000854e-02 5.182133242487907410e-02 1.888154596090316772e-01 2.372135370969772339e-01 2.007826715707778931e-01 -9.121102839708328247e-02 -1.784368045628070831e-02 -6.236016005277633667e-02 2.211414426565170288e-01 -8.336257934570312500e-02 2.203027158975601196e-01 -1.500357836484909058e-01 -7.723110169172286987e-02 -2.267633825540542603e-01 7.774037867784500122e-02 -1.660303324460983276e-01 2.623448669910430908e-01
6.288915127515792847e-02 -2.400716245174407959e-01 4.650256410241127014e-02 -1.934636831283569336e-01 -3.758363798260688782e-02 2.195379510521888733e-02 -1.648640930652618408e-01 2.249148637056350708e-01 1.283154636621475220e-01 4.773900285363197327e-02 1.262534111738204956e-01 -2.478264644742012024e-02 1.726473271846771240e-01 8.197841793298721313e-02 1.695850789546966553e-01 9.580006822943687439e-03 -6.268215924501419067e-02 -1.115227267146110535e-01 -9.711949527263641357e-02 6.709056906402111053e-03 8.261371403932571411e-02 2.251828461885452271e-02 1.385635733604431152e-01 -5.613572522997856140e-02 4.717077687382698059e-02 -3.232531249523162842e-02 2.147068381309509277e-01 -2.424603998661041260e-01 1.327795088291168213e-01 8.196762204170227051e-02
-1.190454289317131042e-01 -1.115110367536544800e-01 1.754888743162155151e-01 -2.036075294017791748e-02 -9.361291676759719849e-02 5.791577696800231934e-02 7.311765849590301514e-02 -4.303772002458572388e-02 1.301314830780029297e-01 -7.288939319550991058e-03 1.674054116010665894e-01 -1.879245340824127197e-01 -1.392236538231372833e-02 -1.076600234955549240e-02 1.112743541598320007e-01 -4.737222939729690552e-02 1.352754682302474976e-01 4.525746405124664307e-02 1.801352947950363159e-01 -8.317464590072631836e-02 1.554619520902633667e-01 6.106764450669288635e-02 -6.128595396876335144e-02 6.031634286046028137e-02 1.922641396522521973e-01 -1.012146100401878357e-01 5.628321319818496704e-02 1.381650567054748535e-01 -1.653940789401531219e-02 4.285873379558324814e-03
1.945575475692749023e-01 -5.000871047377586365e-02 -1.165221631526947021e-01 1.732465811073780060e-02 -1.017395928502082825e-01 1.901869475841522217e-01 7.580721378326416016e-02 1.055168360471725464e-01 -1.967967301607131958e-02 1.904459148645401001e-01 -1.905666589736938477e-01 -1.005871570669114590e-03 -1.625407934188842773e-01 -1.840203553438186646e-01 1.986753754317760468e-02 -4.929669201374053955e-02 -1.522119492292404175e-01 -1.418767422437667847e-01 -1.483884453773498535e-01 1.344539076089859009e-01 -1.548588275909423828e-01 1.981851607561111450e-01 4.357294738292694092e-02 -7.655194401741027832e-02 -1.064333468675613403e-01 7.599978148937225342e-02 -1.308612078428268433e-01 -1.474549770355224609e-01 -5.212511122226715088e-02 1.756723672151565552e-01
7.694500684738159180e-01 -6.245137453079223633e-01 7.726272344589233398e-01 -4.815711081027984619e-01 4.932316765189170837e-02 -1.014893501996994019e-01 6.557239592075347900e-02 -1.086275000125169754e-02 -3.289818705525249243e-04 1.740041188895702362e-02 -7.491732388734817505e-02 2.772898040711879730e-02 1.438661478459835052e-02 9.285204112529754639e-02 -7.832672446966171265e-02 -1.044968515634536743e-01 -3.449159115552902222e-02 -1.583857536315917969e-01 1.433389447629451752e-02 -2.326596379280090332e-01 4.353680834174156189e-02 -1.091339066624641418e-02 -6.988801807165145874e-02 1.063630208373069763e-01 5.041679367423057556e-02 -2.636973373591899872e-02 -5.765989050269126892e-02 8.583803474903106689e-02 -2.917659282684326172e-02 -2.517518028616905212e-02
-3.656168468296527863e-03 -1.790617257356643677e-01 -1.564354747533798218e-01 -7.573297619819641113e-02 -9.751884639263153076e-02 -1.239963173866271973e-01 -6.062421947717666626e-02 -1.405806094408035278e-02 1.526410579681396484e-01 8.927456289529800415e-02 1.441677510738372803e-01 6.402511149644851685e-02 -1.869652271270751953e-01 8.582556247711181641e-02 -6.659524142742156982e-02 1.249061599373817444e-01 1.963410153985023499e-02 1.254039816558361053e-02 5.356693291105329990e-04 5.545040126889944077e-03 1.055026650428771973e-01 -5.285152792930603027e-02 5.763443931937217712e-02 4.241572692990303040e-02 2.628559805452823639e-02 1.828375011682510376e-01 -5.268504470586776733e-02 -1.070341542363166809e-01 -4.190247505903244019e-02 -1.216873005032539368e-01
-7.959240116178989410e-03 -2.216562926769256592e-01 -2.260917574167251587e-01 1.032969579100608826e-01 8.805990964174270630e-02 3.235827386379241943e-02 9.658046066761016846e-02 1.262053996324539185e-01 2.073888629674911499e-01 2.253143861889839172e-02 -1.174186915159225464e-01 5.129094235599040985e-03 -1.548427939414978027e-01 2.563883662223815918e-01 -8.562871068716049194e-02 4.796633124351501465e-02 7.472541183233261108e-02 1.939561069011688232e-01 -1.511387228965759277e-01 6.989274919033050537e-02 5.219176411628723145e-02 -1.459767818450927734e-01 -3.353771986439824104e-03 7.634271681308746338e-02 1.214149594306945801e-01 -2.058281153440475464e-01 1.970115900039672852e-01 1.390237454324960709e-02 1.191999092698097229e-01 7.640983909368515015e-02
5.966889858245849609e-01 4.036777615547180176e-01 6.482344269752502441e-01 6.436496973037719727e-01 -1.689283251762390137e-01 -1.565899401903152466e-01 -1.540115922689437866e-01 1.565543562173843384e-01 -3.041403591632843018e-01 -8.212708681821823120e-02 1.472731828689575195e-01 2.488713711500167847e-02 1.904162019491195679e-01 -1.167101040482521057e-01 3.761503845453262329e-02 -2.311996817588806152e-01 1.487374752759933472e-01 -9.731731563806533813e-02 -1.386256068944931030e-01 3.313542343676090240e-03 -1.451165676116943359e-01 1.993638575077056885e-01 -2.047767639160156250e-01 -2.063118219375610352e-01 -7.264138013124465942e-02 4.564415663480758667e-02 -1.153229847550392151e-01 -1.687125712633132935e-01 -8.246345072984695435e-02 2.912754938006401062e-02
