Oral commisure (L) x,Oral commisure (L) y,Oral commisure (R) x,Oral commisure (R) y,Iris (M) x,Iris (M) y,Iris (L) x,Iris (L) y,Dental show (Top) x,Dental show (Top) y,Dental show (Bottom) x,Dental show (Bottom) y
1221.83743166 706.630000761 1152.52275387 714.135411732 1154.28873292 636.432333446 1141.04389003 637.315322972 1188.28382967 712.810927443 1188.28382967 712.810927443
1222.01337909 706.192289054 1152.46436947 713.490537098 1154.3254397 636.120277942 1141.28436363 636.982890786 1188.52090715 712.366423509 1188.48694602 713.453179849
1222.18932653 705.754577348 1152.40598507 712.845662464 1154.36214648 635.808222437 1141.52483722 636.6504586 1188.75798463 711.921919575 1188.69006236 714.095432254
1222.36527397 705.316865641 1152.34760068 712.20078783 1154.39885327 635.496166932 1141.76531082 636.318026414 1188.99506212 711.477415641 1188.89317871 714.73768466
1222.54122141 704.879153934 1152.28921628 711.555913196 1154.43556005 635.184111427 1142.00578442 635.985594227 1189.2321396 711.032911707 1189.09629506 715.379937066
1222.71716885 704.441442228 1152.23083188 710.911038562 1154.47226683 634.872055922 1142.24625801 635.653162041 1189.46921708 710.588407774 1189.29941141 716.022189472
1222.89311629 704.003730521 1152.17244749 710.266163928 1154.50897362 634.560000417 1142.48673161 635.320729855 1189.70629457 710.14390384 1189.50252775 716.664441878
1223.06906373 703.566018814 1152.11406309 709.621289294 1154.5456804 634.247944912 1142.7272052 634.988297668 1189.94337205 709.699399906 1189.7056441 717.306694284
1223.24501117 703.128307107 1152.05567869 708.97641466 1154.58238718 633.935889407 1142.9676788 634.655865482 1190.18044953 709.254895972 1189.90876045 717.94894669
1223.4209586 702.690595401 1151.99729429 708.331540026 1154.61909396 633.623833902 1143.2081524 634.323433296 1190.41752701 708.810392038 1190.11187679 718.591199095
1223.59690604 702.252883694 1151.9389099 707.686665392 1154.65580075 633.311778397 1143.44862599 633.99100111 1190.6546045 708.365888105 1190.31499314 719.233451501
1224.02726618 700.128780092 1152.14286247 705.505959898 1155.70878171 631.357480474 1143.99218992 632.036703186 1190.74535328 705.845571254 1190.40574193 716.882940329
1224.45762632 698.004676491 1152.34681504 703.325254404 1156.76176267 629.40318255 1144.53575385 630.082405262 1190.83610207 703.325254404 1190.49649071 714.532429156
1224.88798646 695.880572889 1152.55076761 701.144548909 1157.81474363 627.448884626 1145.07931777 628.128107339 1190.92685085 700.804937553 1190.58723949 712.181917984
1225.31834661 693.756469287 1152.75472018 698.963843415 1158.86772459 625.494586703 1145.6228817 626.173809415 1191.01759963 698.284620702 1190.67798828 709.831406811
1225.74870675 691.632365685 1152.95867275 696.78313792 1159.92070555 623.540288779 1146.16644562 624.219511491 1191.10834842 695.764303852 1190.76873706 707.480895639
1226.17906689 689.508262084 1153.16262532 694.602432426 1160.97368651 621.585990855 1146.71000955 622.265213568 1191.1990972 693.243987001 1190.85948585 705.130384466
1226.36447609 689.455469695 1153.34803452 694.549640037 1161.03174145 621.703004145 1146.98032159 622.339775437 1191.42695783 693.361000291 1191.21470073 705.162494916
1226.5498853 689.402677306 1153.53344373 694.496847648 1161.0897964 621.820017434 1147.25063364 622.414337307 1191.65481845 693.47801358 1191.56991561 705.194605367
1226.7352945 689.349884917 1153.71885293 694.444055259 1161.14785135 621.937030723 1147.52094568 622.488899177 1191.88267908 693.595026869 1191.9251305 705.226715817
1226.9207037 689.297092529 1153.90426213 694.391262871 1161.20590629 622.054044013 1147.79125772 622.563461047 1192.1105397 693.712040158 1192.28034538 705.258826267
1227.10611291 689.24430014 1154.08967134 694.338470482 1161.26396124 622.171057302 1148.06156977 622.638022917 1192.33840032 693.829053448 1192.63556026 705.290936718
1227.29152211 689.191507751 1154.27508054 694.285678093 1161.32201618 622.288070591 1148.33188181 622.712584786 1192.56626095 693.946066737 1192.99077514 705.323047168
1227.47693132 689.138715362 1154.46048975 694.232885704 1161.38007113 622.40508388 1148.60219385 622.787146656 1192.79412157 694.063080026 1193.34599003 705.355157618
1227.66234052 689.085922974 1154.64589895 694.180093316 1161.43812608 622.52209717 1148.8725059 622.861708526 1193.0219822 694.180093316 1193.70120491 705.387268068
