Oral commisure (L) x,Oral commisure (L) y,Oral commisure (R) x,Oral commisure (R) y,Iris (M) x,Iris (M) y,Iris (L) x,Iris (L) y,Dental show (Top) x,Dental show (Top) y,Dental show (Bottom) x,Dental show (Bottom) y
1028.8502058 585.385318391 971.559822816 582.673347599 975.966775353 509.789132565 963.762906789 512.162107008 1003.76447597 583.690336646 1004.10347232 586.402307438
1029.28629848 584.829515066 970.879841338 582.119114744 976.095477394 510.020738663 963.695867062 511.986721178 1003.26865404 582.932705982 1003.60745408 587.671195135
1029.72239116 584.273711741 970.19985986 581.564881889 976.224179435 510.25234476 963.628827334 511.811335348 1002.77283212 582.175075318 1003.11143585 588.940082833
1030.15848384 583.717908417 969.519878382 581.010649035 976.352881475 510.483950858 963.561787607 511.635949518 1002.27701019 581.417444654 1002.61541762 590.20897053
1030.59457652 583.162105092 968.839896904 580.45641618 976.481583516 510.715556956 963.494747879 511.460563688 1001.78118827 580.659813989 1002.11939938 591.477858228
1031.0306692 582.606301767 968.159915425 579.902183325 976.610285557 510.947163053 963.427708152 511.285177859 1001.28536634 579.902183325 1001.62338115 592.746745925
1032.12746288 581.459390242 966.890605463 579.769316215 975.6789904 510.814295944 962.8344278 511.828340359 1001.7061304 580.107331021 1002.72017482 592.613878815
1031.95351482 581.62381813 965.948441943 579.749372392 975.320670634 511.2552814 962.35319356 512.207868579 1001.19416755 580.302487528 1001.99311163 593.147050128
1031.77956677 581.788246019 965.006278423 579.729428569 974.962350869 511.696266857 961.87195932 512.587396798 1000.68220469 580.497644035 1001.26604844 593.68022144
1031.60561872 581.952673908 964.064114903 579.709484746 974.604031103 512.137252313 961.390725079 512.966925017 1000.17024183 580.692800543 1000.53898525 594.213392753
1031.43167066 582.117101796 963.121951382 579.689540922 974.245711337 512.57823777 960.909490839 513.346453236 999.658278968 580.88795705 999.811922062 594.746564065
1031.25772261 582.281529685 962.179787862 579.669597099 973.887391571 513.019223226 960.428256598 513.725981455 999.146316109 581.083113557 999.084858872 595.279735378
1031.08377455 582.445957574 961.237624342 579.649653276 973.529071806 513.460208683 959.947022358 514.105509675 998.63435325 581.278270064 998.357795682 595.81290669
1030.9098265 582.610385462 960.295460821 579.629709452 973.17075204 513.901194139 959.465788118 514.485037894 998.122390391 581.473426572 997.630732493 596.346078003
1030.73587845 582.774813351 959.353297301 579.609765629 972.812432274 514.342179596 958.984553877 514.864566113 997.610427532 581.668583079 996.903669303 596.879249316
1030.56193039 582.939241239 958.411133781 579.589821806 972.454112508 514.783165053 958.503319637 515.244094332 997.098464673 581.863739586 996.176606113 597.412420628
1030.38798234 583.103669128 957.468970261 579.569877982 972.095792743 515.224150509 958.022085396 515.623622552 996.586501814 582.058896094 995.449542924 597.945591941
1030.21403429 583.268097017 956.52680674 579.549934159 971.737472977 515.665135966 957.540851156 516.003150771 996.074538955 582.254052601 994.722479734 598.478763253
1030.3086518 583.076397682 956.621424252 579.358234824 971.789838638 515.262177378 957.635468668 515.642444033 996.38041572 582.146856967 995.155112051 598.202560217
1030.40326931 582.884698347 956.716041764 579.166535489 971.842204299 514.859218789 957.73008618 515.281737296 996.686292485 582.039661334 995.587744368 597.926357181
1030.49788682 582.692999012 956.810659276 578.974836154 971.89456996 514.456260201 957.824703692 514.921030559 996.99216925 581.9324657 996.020376685 597.650154145
1030.59250433 582.501299677 956.905276788 578.78313682 971.946935621 514.053301613 957.919321203 514.560323821 997.298046016 581.825270067 996.453009002 597.373951109
1030.68712184 582.309600343 956.999894299 578.591437485 971.999301283 513.650343025 958.013938715 514.199617084 997.603922781 581.718074433 996.885641319 597.097748072
1030.78173936 582.117901008 957.094511811 578.39973815 972.051666944 513.247384437 958.108556227 513.838910346 997.909799546 581.6108788 997.318273637 596.821545036
1030.87635687 581.926201673 957.189129323 578.208038815 972.104032605 512.844425849 958.203173739 513.478203609 998.215676311 581.503683166 997.750905954 596.545342
1030.97097438 581.734502338 957.283746835 578.01633948 972.156398266 512.441467261 958.297791251 513.117496871 998.521553076 581.396487533 998.183538271 596.269138964
1031.18269923 581.68922374 957.548286496 578.002749771 972.325871263 512.470129402 958.530642023 513.13559605 998.712151998 581.298394122 998.395263118 596.181608516
1031.39442408 581.643945143 957.812826156 577.989160061 972.495344259 512.498791543 958.763492796 513.153695228 998.90275092 581.200300711 998.606987965 596.094078067
1031.60614892 581.598666545 958.077365817 577.975570351 972.664817256 512.527453684 958.996343569 513.171794406 999.093349842 581.1022073 998.818712813 596.006547619
1031.81787377 581.553387947 958.341905478 577.961980641 972.834290253 512.556115825 959.229194341 513.189893584 999.283948764 581.004113889 999.03043766 595.91901717
1032.02959862 581.508109349 958.606445138 577.948390932 973.00376325 512.584777965 959.462045114 513.207992763 999.474547686 580.906020478 999.242162508 595.831486722
1032.24132346 581.462830752 958.870984799 577.934801222 973.173236246 512.613440106 959.694895887 513.226091941 999.665146608 580.807927067 999.453887355 595.743956274
1032.45304831 581.417552154 959.13552446 577.921211512 973.342709243 512.642102247 959.927746659 513.244191119 999.85574553 580.709833655 999.665612202 595.656425825
1032.66477316 581.372273556 959.40006412 577.907621802 973.51218224 512.670764388 960.160597432 513.262290297 1000.04634445 580.611740244 999.87733705 595.568895377
1032.87649801 581.326994958 959.664603781 577.894032093 973.681655236 512.699426529 960.393448205 513.280389476 1000.23694337 580.513646833 1000.0890619 595.481364929
1033.08822285 581.281716361 959.929143442 577.880442383 973.851128233 512.72808867 960.626298978 513.298488654 1000.4275423 580.415553422 1000.30078674 595.39383448
1033.2999477 581.236437763 960.193683102 577.866852673 974.02060123 512.756750811 960.85914975 513.316587832 1000.61814122 580.317460011 1000.51251159 595.306304032
1033.51167255 581.191159165 960.458222763 577.853262963 974.190074227 512.785412952 961.092000523 513.33468701 1000.80874014 580.2193666 1000.72423644 595.218773583
1033.7233974 581.145880568 960.722762424 577.839673254 974.359547223 512.814075093 961.324851296 513.352786189 1000.99933906 580.121273189 1000.93596129 595.131243135
1033.93512224 581.10060197 960.987302084 577.826083544 974.52902022 512.842737234 961.557702068 513.370885367 1001.18993798 580.023179778 1001.14768613 595.043712687
1034.14684709 581.055323372 961.251841745 577.812493834 974.698493217 512.871399375 961.790552841 513.388984545 1001.38053691 579.925086367 1001.35941098 594.956182238
1034.35857194 581.010044774 961.516381406 577.798904124 974.867966213 512.900061515 962.023403614 513.407083723 1001.57113583 579.826992956 1001.57113583 594.86865179
1034.57029679 580.964766177 961.780921066 577.785314415 975.03743921 512.928723656 962.256254386 513.425182902 1001.76173475 579.728899545 1001.78286068 594.781121341
1034.78202163 580.919487579 962.045460727 577.771724705 975.206912207 512.957385797 962.489105159 513.44328208 1001.95233367 579.630806134 1001.99458552 594.693590893
1034.99374648 580.874208981 962.310000388 577.758134995 975.376385203 512.986047938 962.721955932 513.461381258 1002.14293259 579.532712723 1002.20631037 594.606060445
1035.20547133 580.828930383 962.574540048 577.744545285 975.5458582 513.014710079 962.954806704 513.479480436 1002.33353152 579.434619312 1002.41803522 594.518529996
1035.41719617 580.783651786 962.839079709 577.730955576 975.715331197 513.04337222 963.187657477 513.497579615 1002.52413044 579.336525901 1002.62976007 594.430999548
1035.62892102 580.738373188 963.10361937 577.717365866 975.884804194 513.072034361 963.42050825 513.515678793 1002.71472936 579.23843249 1002.84148491 594.343469099
1035.84064587 580.69309459 963.36815903 577.703776156 976.05427719 513.100696502 963.653359022 513.533777971 1002.90532828 579.140339078 1003.05320976 594.255938651
1036.05237072 580.647815992 963.632698691 577.690186446 976.223750187 513.129358643 963.886209795 513.551877149 1003.0959272 579.042245667 1003.26493461 594.168408203
1036.26409556 580.602537395 963.897238352 577.676596737 976.393223184 513.158020784 964.119060568 513.569976328 1003.28652613 578.944152256 1003.47665945 594.080877754
1036.47582041 580.557258797 964.161778013 577.663007027 976.56269618 513.186682925 964.35191134 513.588075506 1003.47712505 578.846058845 1003.6883843 593.993347306
1036.68754526 580.511980199 964.426317673 577.649417317 976.732169177 513.215345065 964.584762113 513.606174684 1003.66772397 578.747965434 1003.90010915 593.905816857
1036.89927011 580.466701601 964.690857334 577.635827607 976.901642174 513.244007206 964.817612886 513.624273862 1003.85832289 578.649872023 1004.111834 593.818286409
1037.11099495 580.421423004 964.955396995 577.622237898 977.07111517 513.272669347 965.050463659 513.642373041 1004.04892181 578.551778612 1004.32355884 593.730755961
1037.3227198 580.376144406 965.219936655 577.608648188 977.240588167 513.301331488 965.283314431 513.660472219 1004.23952074 578.453685201 1004.53528369 593.643225512
1037.53444465 580.330865808 965.484476316 577.595058478 977.410061164 513.329993629 965.516165204 513.678571397 1004.43011966 578.35559179 1004.74700854 593.555695064
1037.7461695 580.28558721 965.749015977 577.581468768 977.579534161 513.35865577 965.749015977 513.696670575 1004.62071858 578.257498379 1004.95873339 593.468164615
