100 34
2.003515958786010742e-01 -2.015847712755203247e-01 1.153257787227630615e-01 7.543037831783294678e-02 1.584022939205169678e-01 -7.248676568269729614e-02 1.609007269144058228e-01 -5.051982775330543518e-02 -6.934018433094024658e-02 5.127121135592460632e-02 1.538176387548446655e-01 1.034247800707817078e-01 6.563647836446762085e-02 4.639315605163574219e-02 6.809572875499725342e-02 -1.582555472850799561e-02 1.741152070462703705e-02 1.999565213918685913e-01 1.880004405975341797e-01 -4.666042700409889221e-02 -3.522275388240814209e-02 2.020259350538253784e-01 3.691516444087028503e-02 5.477536469697952271e-03 9.944701939821243286e-02 -8.707423508167266846e-02 6.303123384714126587e-02 -4.774478822946548462e-02 1.856211423873901367e-01 -1.213941499590873718e-01 2.356525808572769165e-01 -1.773554533720016479e-01 1.181855797767639160e-01 -1.430035233497619629e-01
-3.095397725701332092e-02 -8.604569733142852783e-02 -3.322587907314300537e-02 -9.455792605876922607e-02 -6.311690062284469604e-02 1.189462244510650635e-01 1.451810169965028763e-02 2.547860741615295410e-01 -9.716298431158065796e-03 1.030115187168121338e-01 -2.567805051803588867e-01 -9.993408806622028351e-03 -1.635207384824752808e-01 1.596459448337554932e-01 -2.404893040657043457e-01 -8.709432929754257202e-02 -1.029207557439804077e-01 -2.255280464887619019e-01 -2.030643227044492960e-04 -2.173299491405487061e-01 -3.590262308716773987e-02 -1.042711362242698669e-01 -6.533702462911605835e-02 6.711306422948837280e-02 -2.217870056629180908e-01 -4.589248448610305786e-02 -1.139834970235824585e-01 -1.496027130633592606e-02 -2.079099789261817932e-02 8.470436930656433105e-02 -4.881265386939048767e-02 -9.087329357862472534e-02 -1.618359386920928955e-01 -1.596626266837120056e-02
1.424154918640851974e-02 9.315370582044124603e-03 -3.143928945064544678e-02 1.251858621835708618e-01 -2.114760577678680420e-01 2.148524299263954163e-02 1.954152882099151611e-01 2.014385312795639038e-01 1.722161024808883667e-01 2.213189005851745605e-01 3.370374068617820740e-02 -7.682427763938903809e-02 2.164082042872905731e-02 2.221318930387496948e-01 -1.765691190958023071e-01 1.957328170537948608e-01 -1.283940225839614868e-01 -1.189698427915573120e-01 -1.321631669998168945e-01 6.171461194753646851e-02 -1.241952031850814819e-01 1.089373975992202759e-01 1.005518436431884766e-01 -1.684669256210327148e-01 1.086702942848205566e-01 -1.348095983266830444e-01 -1.146701127290725708e-01 9.820989519357681274e-02 -1.270971745252609253e-01 2.417910993099212646e-01 1.206883490085601807e-01 1.396050602197647095e-01 2.050354629755020142e-01 1.225835829973220825e-02
2.051006108522415161e-01 1.251441687345504761e-01 1.863529831171035767e-01 8.955319225788116455e-02 -6.323263049125671387e-02 -1.544060707092285156e-01 -1.097853407263755798e-01 -5.047345161437988281e-02 1.002551466226577759e-01 -2.771565318107604980e-02 1.596274226903915405e-01 2.573996782302856445e-02 -3.355941176414489746e-02 -1.786957681179046631e-02 2.083948105573654175e-01 -1.705446541309356689e-01 1.705325990915298462e-01 1.514524668455123901e-01 -9.315437078475952148e-02 -9.131495654582977295e-02 1.975406855344772339e-01 -1.182749867439270020e-03 -7.122969627380371094e-02 4.131229221820831299e-02 8.750461041927337646e-02 -4.198358952999114990e-02 1.703639775514602661e-01 -8.521527051925659180e-04 1.716483384370803833e-01 -1.867690384387969971e-01 -6.696462631225585938e-03 1.333294808864593506e-02 7.912577688694000244e-02 -4.035061597824096680e-02
1.474486738443374634e-01 5.066651105880737305e-02 1.631073355674743652e-01 -1.023360192775726318e-01 1.739670932292938232e-01 8.950684964656829834e-02 -2.278526499867439270e-02 7.360367476940155029e-02 1.966925114393234253e-01 -8.697103708982467651e-02 7.137300819158554077e-02 1.884905546903610229e-01 -6.523511372506618500e-03 1.438815705478191376e-02 2.164134830236434937e-01 -4.590196907520294189e-02 -7.856060564517974854e-02 1.655546203255653381e-02 -6.493909657001495361e-02 2.186555862426757812e-01 9.270288050174713135e-02 1.067860648036003113e-01 -6.105532869696617126e-03 2.079348564147949219e-01 -1.668778806924819946e-01 3.189476206898689270e-02 -1.287258863449096680e-01 -1.744711697101593018e-01 4.716038331389427185e-02 -5.656355619430541992e-02 -1.157433539628982544e-01 -1.293497681617736816e-01 -1.326365917921066284e-01 1.546771079301834106e-01
-1.509311050176620483e-01 1.939454823732376099e-01 4.480941593647003174e-02 -7.329210638999938965e-02 -1.069506928324699402e-01 7.534341514110565186e-02 -1.308360099792480469e-01 -1.458524316549301147e-01 -4.968325793743133545e-02 1.710288673639297485e-01 1.027246266603469849e-01 -1.302859038114547729e-01 1.116218417882919312e-01 -2.224296331405639648e-03 1.646327823400497437e-01 -1.585765331983566284e-01 1.298786848783493042e-01 -1.791399121284484863e-01 -7.546283304691314697e-02 -1.306917667388916016e-01 -1.745346039533615112e-01 1.836122721433639526e-01 3.894911706447601318e-02 1.564084440469741821e-01 -1.781852841377258301e-01 -1.189831793308258057e-01 2.305731177330017090e-03 -1.794064939022064209e-01 6.844146549701690674e-02 -1.866641640663146973e-01 1.966945677995681763e-01 5.119298398494720459e-02 -2.022964209318161011e-01 2.363392710685729980e-02
1.448240429162979126e-01 1.839999407529830933e-01 9.334160387516021729e-02 2.095558196306228638e-01 -1.620087176561355591e-01 -4.776746034622192383e-02 4.660840332508087158e-02 -1.327069103717803955e-01 -7.677544653415679932e-02 7.603958249092102051e-03 -1.601477563381195068e-01 -7.015854120254516602e-02 -8.574554324150085449e-02 -1.086562871932983398e-02 2.099828571081161499e-01 1.079058200120925903e-01 1.335263103246688843e-01 1.297414451837539673e-01 -1.970068216323852539e-01 5.970443785190582275e-02 -1.258856356143951416e-01 1.248979717493057251e-01 5.379872024059295654e-02 5.539451539516448975e-02 -9.205490350723266602e-02 -1.927724480628967285e-02 1.512082666158676147e-01 -8.541433513164520264e-02 8.091522753238677979e-02 -3.837317228317260742e-02 7.394649088382720947e-02 1.563473492860794067e-01 -5.888220667839050293e-02 -5.406703054904937744e-02
-7.734648883342742920e-02 -1.618420779705047607e-01 3.955833613872528076e-02 -1.749126911163330078e-01 -1.590106636285781860e-01 1.673268228769302368e-01 9.075938165187835693e-02 9.684409201145172119e-02 7.858841121196746826e-02 1.465137749910354614e-01 2.038008421659469604e-01 8.905623853206634521e-02 -1.581934690475463867e-01 3.139109909534454346e-02 -1.842738837003707886e-01 2.079210728406906128e-01 -5.692559480667114258e-02 1.341800391674041748e-02 1.166014820337295532e-01 2.024321705102920532e-01 -2.102472335100173950e-01 3.393752872943878174e-02 6.869216263294219971e-02 -1.763748228549957275e-01 -2.596765756607055664e-02 4.314605891704559326e-02 1.938293427228927612e-01 -1.877702772617340088e-01 1.900273710489273071e-01 2.827337384223937988e-02 1.502196937799453735e-01 2.365097403526306152e-02 6.699161231517791748e-02 -8.207282423973083496e-02
1.251985430717468262e-01 1.772453039884567261e-01 -1.643549203872680664e-01 -1.572895795106887817e-01 -1.766350269317626953e-01 1.960118860006332397e-01 -2.072388678789138794e-01 -9.133900701999664307e-02 1.822186857461929321e-01 6.447295844554901123e-02 1.912041604518890381e-01 -1.277771741151809692e-01 -4.364613071084022522e-02 -1.969986110925674438e-01 3.443450108170509338e-02 -3.156302124261856079e-02 -4.824705794453620911e-02 -9.757548570632934570e-02 -9.625458717346191406e-02 8.422109484672546387e-02 -2.002464979887008667e-01 -1.921499371528625488e-01 2.803921513259410858e-02 -2.244682982563972473e-02 -3.034037724137306213e-02 -2.035736441612243652e-01 -1.254137754440307617e-01 5.038300156593322754e-02 1.503438651561737061e-01 8.914951235055923462e-02 -2.030688524246215820e-01 9.144798666238784790e-02 -6.346015632152557373e-02 -1.209370568394660950e-01
-1.155673563480377197e-01 -1.830866187810897827e-01 1.762377917766571045e-01 1.161320880055427551e-01 -4.216942563652992249e-02 8.840793371200561523e-02 6.832644343376159668e-02 1.497832983732223511e-01 -2.767117135226726532e-02 4.921274632215499878e-02 -1.005872562527656555e-01 -1.829309761524200439e-01 2.314348071813583374e-01 -1.322817653417587280e-01 6.856639683246612549e-02 -1.794297099113464355e-01 1.841373741626739502e-01 -3.098101168870925903e-02 8.467655628919601440e-02 4.691515583544969559e-03 7.603834569454193115e-02 8.261957764625549316e-02 1.270174086093902588e-01 -3.454618528485298157e-02 -1.716336458921432495e-01 1.658977270126342773e-01 2.065701484680175781e-01 1.063476204872131348e-01 -6.181379780173301697e-02 -3.555605188012123108e-02 1.493399888277053833e-01 -3.891881182789802551e-02 1.237849965691566467e-01 1.557333320379257202e-01
