Oral commisure (L) x,Oral commisure (L) y,Oral commisure (R) x,Oral commisure (R) y,Dental show (Top) x,Dental show (Top) y,Dental show (Bottom) x,Dental show (Bottom) y
1056.82966927 639.223564394 1007.72404885 639.566960341 1029.91631701 641.199801396 1029.91631701 641.199801396
1056.01407668 639.041222691 1006.2348719 639.212920664 1030.24828921 641.366428415 1030.24828921 641.366428415
1055.19848409 638.858880988 1004.74569496 638.858880988 1030.58026141 641.533055433 1030.58026141 641.533055433
1053.96611062 639.158744977 1006.15482877 638.762518884 1030.45790016 641.303716643 1030.45790016 641.303716643
1052.73373715 639.458608966 1007.56396259 638.66615678 1030.33553891 641.074377852 1030.33553891 641.074377852
1053.39558971 639.361418711 1007.15072168 638.518777887 1030.54910026 641.499520895 1030.54910026 641.499520895
1054.05744226 639.264228456 1006.73748076 638.371398994 1030.76266162 641.924663938 1030.76266162 641.924663938
1052.61531359 639.448879531 1007.14969021 638.48737088 1031.08657594 641.667597163 1031.08657594 641.667597163
1051.17318492 639.633530606 1007.56189965 638.603342765 1031.41049027 641.410530388 1031.41049027 641.410530388
1051.17309952 639.511504155 1007.67627956 638.939177577 1031.31547733 641.655866223 1031.31547733 641.655866223
1051.17301411 639.389477705 1007.79065947 639.275012389 1031.22046438 641.901202058 1031.22046438 641.901202058
1051.1729287 639.267451255 1007.90503938 639.610847202 1031.12545144 642.146537893 1031.12545144 642.146537893
1053.73677456 638.250240399 1005.54687667 637.677913821 1031.45082486 640.379348574 1031.51855582 642.682201078
1056.30062041 637.233029544 1003.18871395 635.74498044 1031.77619829 638.612159255 1031.9116602 643.217864264
1058.86446627 636.215818689 1000.83055123 633.81204706 1032.10157172 636.844969936 1032.30476459 643.753527449
1061.29021194 633.479707808 1000.04686555 632.14574663 1032.22750537 634.889781549 1032.12590894 644.236653479
1063.71595762 630.743596928 999.263179876 630.4794462 1032.35343902 632.934593161 1031.94705328 644.719779508
1064.40946099 630.956926691 998.87366526 630.9965493 1033.03381901 633.08769247 1032.69855078 645.584053855
1065.10296436 631.170256454 998.484150645 631.513652401 1033.71419901 633.240791779 1033.45004828 646.448328201
1065.06081608 631.602312532 998.785398309 631.430614559 1033.91627293 633.416824844 1033.38797147 646.75643663
1065.01866779 632.034368611 999.086645973 631.347576717 1034.11834684 633.592857909 1033.32589465 647.06454506
1064.97651951 632.466424689 999.387893637 631.264538875 1034.32042075 633.768890973 1033.26381784 647.372653489
1064.93437123 632.898480768 999.689141301 631.181501033 1034.52249467 633.944924038 1033.20174103 647.680761918
1065.18097742 632.796933886 999.764049524 631.251652125 1034.31008036 634.115421146 1033.37031335 647.871578313
1065.42758362 632.695387004 999.838957746 631.321803216 1034.09766605 634.285918254 1033.53888567 648.062394707
1065.67418982 632.593840123 999.913865969 631.391954308 1033.88525175 634.456415362 1033.70745799 648.253211102
1065.92079601 632.492293241 999.988774192 631.4621054 1033.67283744 634.626912471 1033.87603031 648.444027497
1065.77437605 632.571217472 1000.08537289 631.588576762 1033.60866369 634.65894604 1033.87687828 648.565465929
1065.62795608 632.650141704 1000.1819716 631.715048125 1033.54448994 634.69097961 1033.87772625 648.68690436
1065.48153611 632.729065935 1000.2785703 631.841519488 1033.4803162 634.72301318 1033.87857422 648.808342792
1065.33511614 632.807990167 1000.375169 631.96799085 1033.41614245 634.755046749 1033.87942219 648.929781224
1065.18869618 632.886914398 1000.4717677 632.094462213 1033.3519687 634.787080319 1033.88027016 649.051219655
1065.35726599 632.767061059 1000.24411143 632.304797285 1033.43666134 634.855333679 1033.76684975 649.053435334
1065.5258358 632.647207721 1000.01645515 632.515132356 1033.52135398 634.92358704 1033.65342935 649.055651012
1065.69440562 632.527354382 999.78879887 632.725467428 1033.60604662 634.9918404 1033.54000894 649.05786669
1065.86297543 632.407501043 999.561142592 632.9358025 1033.69073926 635.060093761 1033.42658854 649.060082369
1065.6279397 632.357470746 999.061956131 632.709671717 1033.15181758 635.181926957 1033.111179 649.120957705
1065.39290397 632.307440449 998.562769669 632.483540935 1032.61289589 635.303760154 1032.79576947 649.181833041
1065.15786823 632.257410152 998.063583208 632.257410152 1032.0739742 635.425593351 1032.48035994 649.242708377
1065.20420666 632.264404167 998.30803468 632.330441849 1032.41752909 635.239374393 1032.72231839 649.12201912
1065.25054509 632.271398182 998.552486153 632.403473546 1032.76108397 635.053155436 1032.96427684 649.001329863
1065.29688351 632.278392197 998.796937626 632.476505243 1033.10463886 634.866936479 1033.20623529 648.880640605
1065.34322194 632.285386212 999.041389098 632.54953694 1033.44819375 634.680717521 1033.44819375 648.759951348
1065.21964323 632.317340532 999.036678214 632.480233482 1033.45319965 634.566920035 1033.51043231 648.646153861
1065.09606451 632.349294853 999.031967329 632.410930023 1033.45820555 634.453122548 1033.57267087 648.532356375
1064.9724858 632.381249173 999.027256445 632.341626564 1033.46321145 634.339325061 1033.63490943 648.418558888
1064.84890709 632.413203494 999.02254556 632.272323106 1033.46821736 634.225527575 1033.69714799 648.304761401
1064.72532838 632.445157815 999.017834676 632.203019647 1033.47322326 634.111730088 1033.75938655 648.190963914
1064.60174967 632.477112135 999.013123791 632.133716188 1033.47822916 633.997932601 1033.82162511 648.077166428
1064.58207257 632.410880973 999.165144672 631.895787053 1033.86337869 634.139282492 1033.86337869 647.960969358
1064.56239548 632.344649812 999.317165553 631.657857918 1034.24852822 634.280632383 1033.90513227 647.844772289
1064.54271839 632.27841865 999.469186434 631.419928782 1034.63367775 634.421982274 1033.94688585 647.728575219
1064.5230413 632.212187488 999.621207315 631.181999647 1035.01882728 634.563332164 1033.98863944 647.61237815
1064.17211121 632.225044115 999.213044569 631.30932159 1034.31875453 634.328647777 1033.46026466 647.606624394
1063.82118112 632.237900742 998.804881823 631.436643532 1033.61868178 634.09396339 1032.93188989 647.600870638
1063.47025103 632.250757369 998.396719076 631.563965475 1032.91860904 633.859279003 1032.40351512 647.595116882
1063.11932094 632.263613996 997.98855633 631.691287418 1032.21853629 633.624594616 1031.87514034 647.589363127
1062.76839085 632.276470623 997.580393584 631.81860936 1031.51846355 633.389910229 1031.34676557 647.583609371
1062.41746076 632.28932725 997.172230838 631.945931303 1030.8183908 633.155225842 1030.8183908 647.577855615
1062.01900067 631.852970336 996.949871233 631.80014019 1030.52615008 633.421632903 1030.61420032 647.791432531
1061.62054058 631.416613422 996.727511628 631.654349077 1030.23390936 633.688039965 1030.41000985 648.005009447
1061.22208049 630.980256508 996.505152023 631.508557965 1029.94166864 633.954447026 1030.20581937 648.218586363
Oral commisure (L) x,Oral commisure (L) y,Oral commisure (R) x,Oral commisure (R) y,Dental show (Top) x,Dental show (Top) y,Dental show (Bottom) x,Dental show (Bottom) y
1056.90881792 637.078495384 1015.31864314 634.959250809 1036.24618331 635.224156381 1036.24618331 638.403023243
1056.98708193 636.811005611 1015.36472557 634.837015418 1036.39296177 635.159375384 1036.39296177 639.085526798
1057.06534595 636.543515839 1015.410808 634.714780027 1036.53974023 635.094594388 1036.53974023 639.768030353
1057.00680059 636.694560932 1014.71728493 634.750005185 1036.51757722 634.828222416 1036.61917366 639.196869079
1056.94825524 636.845606025 1014.02376187 634.785230343 1036.49541422 634.561850444 1036.69860708 638.625707805
1056.90128904 636.697241907 1014.49188959 634.636866225 1036.77835989 634.649827285 1036.87995633 639.059112522
1056.85432284 636.54887779 1014.96001731 634.488502108 1037.06130557 634.737804127 1037.06130557 639.492517239
1056.48725107 636.613744594 1015.62719723 634.567592413 1037.16280673 634.56845039 1037.03073136 639.455238866
1056.12017929 636.678611399 1016.29437716 634.646682718 1037.26430789 634.399096653 1037.00015716 639.417960493
1060.76042871 633.494177411 1010.73434459 631.025384064 1037.63212971 632.321217842 1037.29686148 640.82483937
1065.40067812 630.309743423 1005.17431203 627.404085411 1037.99995154 630.243339032 1037.5935658 642.231718247
1066.45594123 629.721471401 1004.06353917 627.410152527 1038.33701202 629.710620421 1037.42264412 644.543699788
