time,iris_delta,dental_show_delta,pfissure_r_delta,pfissure_l_delta,Oral commisure (L) x,Oral commisure (L) y,Oral commisure (R) x,Oral commisure (R) y,Lateral canthus (L) x,Lateral canthus (L) y,Lateral canthus (R) x,Lateral canthus (R) y,Palpebral fissure (RU) x,Palpebral fissure (RU) y,Palpebral fissure (RL) x,Palpebral fissure (RL) y,Palpebral fissure (LU) x,Palpebral fissure (LU) y,Palpebral fissure (LL) x,Palpebral fissure (LL) y,Depressor (L) x,Depressor (L) y,Depressor (R) x,Depressor (R) y,Depressor (M) x,Depressor (M) y,Iris (M) x,Iris (M) y,Iris (L) x,Iris (L) y,Nasal ala (L) x,Nasal ala (L) y,Nasal ala (R) x,Nasal ala (R) y,Medial brow (L) x,Medial brow (L) y,Medial brow (R) x,Medial brow (R) y,Malar eminence (L) x,Malar eminence (L) y,Malar eminence (R) x,Malar eminence (R) y,Dental show (Top) x,Dental show (Top) y,Dental show (Bottom) x,Dental show (Bottom) y
97.98,13.274243243356981,0.0,7.946905732999994,8.400010744302717,1221.83743166,706.630000761,1152.52275387,714.135411732,1233.31629549,637.315322972,1131.33100524,638.639807261,1145.90033242,633.341870106,1145.90033242,641.288775839,1218.30547355,632.017385817,1218.74696831,640.405786313,1209.91707306,716.342885547,1164.44311247,718.550359361,1190.49130348,722.082317465,1154.28873292,636.432333446,1141.04389003,637.315322972,1202.85315685,662.480524462,1163.56012294,665.12949304,1224.927895,622.304501031,1140.1609005,623.187490557,1240.82170646,669.54444067,1129.12353143,671.751914485,1188.28382967,712.810927443,1188.28382967,712.810927443
98.013,13.069574055116107,1.0872868530801807,7.899360143999957,8.343649041453931,1222.01337909,706.192289054,1152.46436947,713.490537098,1233.32922948,637.050813057,1131.32016644,638.344732324,1146.02873427,633.033210714,1146.02873427,640.932570858,1218.32519977,631.807213719,1218.79046732,640.137880285,1210.23226115,716.564019871,1164.61905991,718.992241067,1190.77932267,722.816264937,1154.3254397,636.120277942,1141.28436363,636.982890786,1203.12759158,662.178657298,1163.65456366,664.698573561,1225.16836859,622.012822207,1140.48967305,622.909396188,1241.23877797,669.215404598,1129.2315566,671.168169895,1188.52090715,712.366423509,1188.48694602,713.453179849
98.046,12.864908503022717,2.174573705473318,7.85181455399993,8.287374425215823,1222.18932653,705.754577348,1152.40598507,712.845662464,1233.34216347,636.786303142,1131.30932763,638.049657387,1146.15713612,632.724551323,1146.15713612,640.576365877,1218.34492598,631.59704162,1218.83396633,639.869974256,1210.54744924,716.785154195,1164.79500735,719.434122773,1191.06734186,723.550212409,1154.36214648,635.808222437,1141.52483722,636.6504586,1203.40202631,661.876790134,1163.74900437,664.267654081,1225.40884219,621.721143384,1140.8184456,622.631301818,1241.65584947,668.886368525,1129.33958176,670.584425306,1188.75798463,711.921919575,1188.69006236,714.095432254
98.079,12.660246752891764,3.261860558865843,7.804268965000006,8.231188679600963,1222.36527397,705.316865641,1152.34760068,712.20078783,1233.35509746,636.521793227,1131.29848882,637.75458245,1146.28553797,632.415891931,1146.28553797,640.220160896,1218.3646522,631.386869522,1218.87746534,639.602068227,1210.86263734,717.006288519,1164.97095478,719.876004479,1191.35536104,724.284159881,1154.39885327,635.496166932,1141.76531082,636.318026414,1203.67646104,661.57492297,1163.84344508,663.836734602,1225.64931579,621.42946456,1141.14721815,622.353207449,1242.07292097,668.557332452,1129.44760693,670.000680716,1188.99506212,711.477415641,1188.89317871,714.73768466
98.114,12.455588982093046,4.349147411946016,7.756723373999989,8.175093640220368,1222.54122141,704.879153934,1152.28921628,711.555913196,1233.36803144,636.257283312,1131.28765002,637.459507513,1146.41393982,632.10723254,1146.41393982,639.863955914,1218.38437841,631.176697424,1218.92096435,639.334162199,1211.17782543,717.227422844,1165.14690222,720.317886184,1191.64338023,725.018107353,1154.43556005,635.184111427,1142.00578442,635.985594227,1203.95089578,661.273055806,1163.93788579,663.405815122,1225.88978938,621.137785737,1141.4759907,622.07511308,1242.48999247,668.228296379,1129.5556321,669.416936126,1189.2321396,711.032911707,1189.09629506,715.379937066
98.146,12.25093541064757,5.4364342640268095,7.709177783999962,8.11909118384144,1222.71716885,704.441442228,1152.23083188,710.911038562,1233.38096543,635.992773397,1131.27681121,637.164432576,1146.54234167,631.798573149,1146.54234167,639.507750933,1218.40410463,630.966525326,1218.96446336,639.06625617,1211.49301353,717.448557168,1165.32284966,720.75976789,1191.93139942,725.752054825,1154.47226683,634.872055922,1142.24625801,635.653162041,1204.22533051,660.971188641,1164.03232651,662.974895643,1226.13026298,620.846106913,1141.80476325,621.79701871,1242.90706397,667.899260307,1129.66365727,668.833191536,1189.46921708,710.588407774,1189.29941141,716.022189472
98.179,12.046286242026886,6.523721117731686,7.661632195000038,8.063183242933675,1222.89311629,704.003730521,1152.17244749,710.266163928,1233.39389942,635.728263482,1131.2659724,636.869357639,1146.67074352,631.489913757,1146.67074352,639.151545952,1218.42383084,630.756353228,1219.00796237,638.798350142,1211.80820162,717.669691492,1165.4987971,721.201649596,1192.2194186,726.486002297,1154.50897362,634.560000417,1142.48673161,635.320729855,1204.49976524,660.669321477,1164.12676722,662.543976163,1226.37073658,620.55442809,1142.1335358,621.518924341,1243.32413547,667.570224234,1129.77168243,668.249446946,1189.70629457,710.14390384,1189.50252775,716.664441878
98.215,11.841641704439931,7.611007970811753,7.614086605000011,8.007371793789696,1223.06906373,703.566018814,1152.11406309,709.621289294,1233.40683341,635.463753567,1131.25513359,636.574282702,1146.79914536,631.181254366,1146.79914536,638.795340971,1218.44355706,630.54618113,1219.05146138,638.530444113,1212.12338972,717.890825816,1165.67474454,721.643531302,1192.50743779,727.219949769,1154.5456804,634.247944912,1142.7272052,634.988297668,1204.77419997,660.367454313,1164.22120793,662.113056684,1226.61121017,620.262749266,1142.46230835,621.240829972,1243.74120698,667.241188161,1129.8797076,667.665702356,1189.94337205,709.699399906,1189.7056441,717.306694284
98.247,11.637002032354287,8.69829482389204,7.566541014999984,7.951658870709394,1223.24501117,703.128307107,1152.05567869,708.97641466,1233.4197674,635.199243652,1131.24429479,636.279207765,1146.92754721,630.872594975,1146.92754721,638.43913599,1218.46328327,630.336009032,1219.09496039,638.262538084,1212.43857781,718.11196014,1165.85069198,722.085413007,1192.79545697,727.953897241,1154.58238718,633.935889407,1142.9676788,634.655865482,1205.0486347,660.065587149,1164.31564865,661.682137204,1226.85168377,619.971070443,1142.7910809,620.962735603,1244.15827848,666.912152089,1129.98773277,667.081957767,1190.18044953,709.254895972,1189.90876045,717.94894669
98.349,11.432367497496843,9.785581676285064,7.518995424999957,7.896046558660279,1223.4209586,702.690595401,1151.99729429,708.331540026,1233.43270138,634.934733737,1131.23345598,635.984132827,1147.05594906,630.563935583,1147.05594906,638.082931008,1218.48300949,630.125836934,1219.1384594,637.994632056,1212.75376591,718.333094465,1166.02663942,722.527294713,1193.08347616,728.687844713,1154.61909396,633.623833902,1143.2081524,634.323433296,1205.32306944,659.763719984,1164.41008936,661.251217724,1227.09215736,619.679391619,1143.11985344,620.684641233,1244.57534998,666.583116016,1130.09575794,666.498213177,1190.41752701,708.810392038,1190.11187679,718.591199095
