time,iris_delta,dental_show_delta,pfissure_r_delta,pfissure_l_delta,Oral commisure (L) x,Oral commisure (L) y,Oral commisure (R) x,Oral commisure (R) y,Lateral canthus (L) x,Lateral canthus (L) y,Lateral canthus (R) x,Lateral canthus (R) y,Palpebral fissure (RU) x,Palpebral fissure (RU) y,Palpebral fissure (RL) x,Palpebral fissure (RL) y,Palpebral fissure (LU) x,Palpebral fissure (LU) y,Palpebral fissure (LL) x,Palpebral fissure (LL) y,Depressor (L) x,Depressor (L) y,Depressor (R) x,Depressor (R) y,Depressor (M) x,Depressor (M) y,Iris (M) x,Iris (M) y,Iris (L) x,Iris (L) y,Nasal ala (L) x,Nasal ala (L) y,Nasal ala (R) x,Nasal ala (R) y,Medial brow (L) x,Medial brow (L) y,Medial brow (R) x,Medial brow (R) y,Malar eminence (L) x,Malar eminence (L) y,Malar eminence (R) x,Malar eminence (R) y,Dental show (Top) x,Dental show (Top) y,Dental show (Bottom) x,Dental show (Bottom) y
96.014,18.50262910442409,0.0,7.521645924658011,9.707088438681355,1303.48416444,762.83483162,1227.46463473,756.243542918,1346.98666987,655.177116147,1200.22064143,650.782923678,1225.2675385,649.904085185,1224.38870001,657.374212381,1327.65222301,652.980019912,1326.77338452,662.647243343,1292.05926402,768.986701076,1248.55675858,765.910766348,1272.28539791,773.380893544,1236.25301967,652.540600666,1217.7974113,653.858858406,1299.96881046,699.997879323,1245.48082385,701.755556311,1339.95596192,633.206153805,1218.23683055,625.736026609,1328.53106151,708.346845013,1212.52438034,697.800783089,1271.40655942,764.592508608,1271.40655942,764.592508608
96.115,18.811173051599244,4.7288636685529974,7.608585815305719,9.597689931880959,1304.67513725,759.834555066,1226.89793056,754.34181448,1346.31011089,654.813355073,1198.99480839,650.638872228,1224.59097952,649.869888546,1223.93185065,657.449870554,1327.52493809,652.835968462,1326.64609959,662.393337081,1294.34878495,768.073665944,1247.33092554,766.645553392,1272.92709667,775.54379314,1235.90602512,652.616258839,1217.12085232,653.604952144,1300.06123516,699.194699003,1247.11121592,700.732666367,1339.27940294,631.853699426,1217.77998119,625.372265535,1330.60087281,706.554971387,1210.09014437,697.876441263,1271.60883893,761.262667618,1271.82854855,765.986424521
96.182,19.126098144661224,9.457727338104904,7.702381422088357,9.488301967420838,1305.86611007,756.834278511,1226.33122639,752.440086043,1345.63355191,654.449594,1197.76897535,650.494820778,1223.91442053,649.835691908,1223.47500129,657.525528727,1327.39765316,652.691917012,1326.51881467,662.139430819,1296.63830588,767.160630812,1246.1050925,767.380340435,1273.56879542,777.706692736,1235.55903057,652.691917012,1216.44429334,653.351045882,1300.15365986,698.391518683,1248.74160798,699.709776423,1338.60284396,630.501245047,1217.32313183,625.008504462,1332.67068412,704.763097762,1207.6559084,697.952099436,1271.81111844,757.932826628,1272.25053768,767.380340435
96.315,19.447094388402583,14.186591007122521,7.802785520018527,9.378924917920406,1307.05708288,753.834001957,1225.76452222,750.538357605,1344.95699292,654.085832926,1196.5431423,650.350769328,1223.23786155,649.801495269,1223.01815193,657.601186901,1327.27036824,652.547865562,1326.39152974,661.885524557,1298.92782682,766.24759568,1244.87925946,768.115127479,1274.21049418,779.869592331,1235.21203602,652.767575185,1215.76773435,653.097139621,1300.24608456,697.588338362,1250.37200004,698.686886479,1337.92628497,629.148790668,1216.86628247,624.644743388,1334.74049543,702.971224136,1205.22167243,698.027757609,1272.01339795,754.602985639,1272.67252682,768.774256349
96.383,19.77386610999997,18.915454676674532,7.909546442999954,9.269559165963493,1308.2480557,750.833725402,1225.19781805,748.636629168,1344.28043394,653.722071852,1195.31730926,650.206717878,1222.56130256,649.767298631,1222.56130256,657.676845074,1327.14308331,652.403814112,1326.26424482,661.631618295,1301.21734775,765.334560548,1243.65342641,768.849914522,1274.85219294,782.032491927,1234.86504148,652.843233359,1215.09117537,652.843233359,1300.33850925,696.785158042,1252.0023921,697.663996536,1337.24972599,627.796336289,1216.40943311,624.280982315,1336.81030674,701.17935051,1202.78743646,698.103415782,1272.21567746,751.273144649,1273.09451595,770.168172263
96.448,19.407821581660652,18.41094396779813,7.836652121344613,9.397421194581224,1309.09136237,749.397441937,1224.35668427,747.63976495,1344.24490212,653.75051921,1195.42825052,650.308401776,1222.74548037,650.015455612,1222.81871691,657.851765514,1326.96107841,652.505498011,1326.30194954,661.879775276,1302.06065442,764.557405953,1243.83760422,768.292469551,1275.10960728,781.475046956,1234.68303657,653.164626881,1215.27535317,653.09139034,1300.44945052,696.593895776,1251.89362374,697.106551564,1336.921248,628.04449327,1216.66684745,624.602375837,1338.09303266,700.548668998,1203.0448508,697.692443893,1272.39985526,750.715699677,1273.42516684,769.098071503
96.549,19.042064049672973,17.908093995960748,7.764455059528173,9.530885397350232,1309.93466904,747.961158472,1223.5155505,746.642900731,1344.20937029,653.778966568,1195.53919178,650.410085675,1222.92965817,650.263612593,1223.07613125,658.026685954,1326.7790735,652.607181909,1326.33965426,662.127932257,1302.90396109,763.780251358,1244.02178202,767.735024579,1275.36702162,780.917601984,1234.50103167,653.486020403,1215.45953097,653.339547321,1300.56039178,696.40263351,1251.78485538,696.549106592,1336.59277002,628.292650251,1216.9242618,624.923769359,1339.37575858,699.917987485,1203.30226514,697.281472004,1272.58403306,750.158254706,1273.75581772,768.027970744
96.616,18.676610354827616,17.407048686988862,7.692974887802678,9.669719807867237,1310.77797571,746.524875007,1222.67441672,745.646036513,1344.17383847,653.807413925,1195.65013304,650.511769574,1223.11383597,650.511769574,1223.3335456,658.201606393,1326.5970686,652.708865808,1326.37735898,662.376089238,1303.74726777,763.003096763,1244.20595982,767.177579608,1275.62443597,780.360157013,1234.31902677,653.807413925,1215.64370878,653.587704302,1300.67133304,696.211371244,1251.67608702,695.991661621,1336.26429203,628.540807232,1217.18167614,625.245162881,1340.6584845,699.287305972,1203.55967949,696.870500115,1272.76821086,749.600809734,1274.0864686,766.957869984
96.748,18.311478699338885,16.90796847804329,7.622231776412131,9.813696512000092,1311.62128239,745.088591541,1221.83328295,744.649172294,1344.13830665,653.835861283,1195.76107431,650.613453473,1223.29801377,650.759926555,1223.59095994,658.376526833,1326.4150637,652.810549707,1326.4150637,662.624246219,1304.59057444,762.225942168,1244.39013762,766.620134636,1275.88185031,779.802712041,1234.13702186,654.128807447,1215.82788658,653.835861283,1300.7822743,696.020108978,1251.56731865,695.434216649,1335.93581405,628.788964213,1217.43909048,625.566556403,1341.94121042,698.656624459,1203.81709383,696.459528225,1272.95238867,749.043364763,1274.41711949,765.887769225
96.781,17.946688749225178,16.41103265361675,7.552246436555585,9.9625925683367,1312.46458906,743.652308076,1220.99214918,743.652308076,1344.10277483,653.86430864,1195.87201557,650.715137371,1223.48219158,651.008083536,1223.84837428,658.551447273,1326.23305879,652.912233605,1326.45276842,662.8724032,1305.43388111,761.448787573,1244.57431542,766.062689664,1276.13926465,779.245267069,1233.95501696,654.450200969,1216.01206438,654.084018264,1300.89321556,695.828846713,1251.45855029,694.876771678,1335.60733606,629.037121194,1217.69650483,625.887949925,1343.22393634,698.025942947,1204.07450817,696.048556336,1273.13656647,748.485919791,1274.74777037,764.817668465
