time,iris_delta,dental_show_delta,pfissure_r_delta,pfissure_l_delta,Oral commisure (L) x,Oral commisure (L) y,Oral commisure (R) x,Oral commisure (R) y,Lateral canthus (L) x,Lateral canthus (L) y,Lateral canthus (R) x,Lateral canthus (R) y,Palpebral fissure (RU) x,Palpebral fissure (RU) y,Palpebral fissure (RL) x,Palpebral fissure (RL) y,Palpebral fissure (LU) x,Palpebral fissure (LU) y,Palpebral fissure (LL) x,Palpebral fissure (LL) y,Depressor (L) x,Depressor (L) y,Depressor (R) x,Depressor (R) y,Depressor (M) x,Depressor (M) y,Iris (M) x,Iris (M) y,Iris (L) x,Iris (L) y,Nasal ala (L) x,Nasal ala (L) y,Nasal ala (R) x,Nasal ala (R) y,Medial brow (L) x,Medial brow (L) y,Medial brow (R) x,Medial brow (R) y,Malar eminence (L) x,Malar eminence (L) y,Malar eminence (R) x,Malar eminence (R) y,Dental show (Top) x,Dental show (Top) y,Dental show (Bottom) x,Dental show (Bottom) y
25.843,12.921943205951708,0.0,9.497949349135013,9.491897772000016,1060.15124108,628.942484282,1001.84386905,629.281480631,1079.47403297,562.499199879,981.504088113,565.55016702,997.775912865,559.448232738,998.114909214,568.94013051,1065.57518266,556.397265597,1065.57518266,565.889163369,1051.67633236,634.705422215,1014.38673397,635.044418564,1031.33655142,637.756389356,1005.23383254,563.855185275,992.351971281,564.872174322,1050.32034696,597.754820174,1011.33576682,598.432812872,1075.06708044,549.278342268,992.012974932,555.719272899,1074.38908774,601.483780013,992.351971281,602.50076906,1031.67554776,632.671444121,1031.67554776,632.671444121
25.876,12.789027189621128,0.7520823548874873,9.268400526526301,9.37624769726544,1060.53332087,628.254612737,1001.45600602,628.631057226,1079.73722472,562.433619384,981.611012314,565.54138529,997.539587361,559.591642898,997.840917449,568.855143775,1065.76773148,556.4665429,1065.80528868,565.842715378,1052.41417634,634.471583277,1014.16008738,635.261156973,1031.59269542,638.047369683,1005.1048903,563.903284648,992.354290009,564.893945375,1050.49980271,597.383106707,1011.15774832,597.963543687,1075.01700951,549.306019028,991.931843504,555.698653264,1075.42839375,600.619289794,991.239352285,601.523280058,1031.75210818,632.134935149,1031.78966538,632.88607916
25.914,12.65613138803202,1.504164710773603,9.038950302951154,9.260751818252308,1060.91540066,627.566741191,1001.06814299,627.980633821,1080.00041646,562.36803889,981.717936515,565.532603561,997.303261856,559.735053058,997.566925683,568.77015704,1065.9602803,556.535820203,1066.0353947,565.796267388,1053.15202032,634.23774434,1013.9334408,635.477895382,1031.84883942,638.33835001,1004.97594805,563.951384022,992.356608736,564.915716428,1050.67925846,597.011393239,1010.97972981,597.494274502,1074.96693859,549.333695788,991.850712077,555.67803363,1076.46769977,599.754799575,990.126733288,600.545791056,1031.82866859,631.598426177,1031.90378299,633.1007142
25.942,12.523256454224624,2.2562470666598204,8.80960638158379,9.145415975857563,1061.29748045,626.878869646,1000.68027996,627.330210416,1080.2636082,562.302458396,981.824860715,565.523821831,997.066936352,559.878463219,997.292933918,568.685170305,1066.15282912,556.605097505,1066.26550072,565.749819397,1053.88986431,634.003905402,1013.70679421,635.694633791,1032.10498342,638.629330337,1004.8470058,563.999483395,992.358927463,564.937487482,1050.85871421,596.639679772,1010.8017113,597.025005317,1074.91686767,549.361372549,991.769580649,555.657413995,1077.50700579,598.890309357,989.014114292,599.568302054,1031.90522901,631.061917205,1032.01790061,633.31534924
25.978,12.390403058327843,3.0083294225459363,8.580377288526288,9.030246302128292,1061.67956024,626.190998101,1000.29241693,626.679787011,1080.52679995,562.236877901,981.931784916,565.515040102,996.830610847,560.021873379,997.018942152,568.60018357,1066.34537794,556.674374808,1066.49560674,565.703371407,1054.62770829,633.770066465,1013.48014763,635.9113722,1032.36112742,638.920310664,1004.71806355,564.047582768,992.361246191,564.959258535,1051.03816996,596.267966305,1010.62369279,596.555736132,1074.86679675,549.389049309,991.688449221,555.636794361,1078.54631181,598.025819138,987.901495295,598.590813053,1031.98178942,630.525408233,1032.13201822,633.52998428
26.012,12.257571912663282,3.760411778931434,8.351272478263438,8.91524923590664,1062.06164002,625.503126556,999.904553894,626.029363606,1080.78999169,562.171297407,982.038709117,565.506258372,996.594285343,560.165283539,996.744950387,568.515196835,1066.53792676,556.743652111,1066.72571276,565.656923416,1055.36555228,633.536227527,1013.25350104,636.128110609,1032.61727143,639.211290991,1004.58912131,564.095682142,992.363564918,564.981029588,1051.21762571,595.896252837,1010.44567428,596.086466947,1074.81672583,549.416726069,991.607317794,555.616174726,1079.58561782,597.161328919,986.788876299,597.613324051,1032.05834983,629.988899261,1032.24613584,633.74461932
26.045,12.124763727423307,4.512494133319539,8.122302467691643,8.800431545727932,1062.44371981,624.815255011,999.516690862,625.378940201,1081.05318343,562.105716913,982.145633318,565.497476643,996.357959838,560.3086937,996.470958621,568.430210101,1066.73047558,556.812929414,1066.95581878,565.610475426,1056.10339626,633.30238859,1013.02685446,636.344849019,1032.87341543,639.502271318,1004.46017906,564.143781515,992.365883645,565.002800642,1051.39708146,595.52453937,1010.26765577,595.617197762,1074.76665491,549.44440283,991.526186366,555.595555092,1080.62492384,596.2968387,985.676257302,596.635835049,1032.13491025,629.45239029,1032.36025345,633.95925436
26.077,11.991979274466866,5.2645764897051395,7.893478987421804,8.685800343077943,1062.8257996,624.127383466,999.12882783,624.728516796,1081.31637518,562.040136418,982.252557518,565.488694913,996.121634334,560.45210386,996.196966856,568.345223366,1066.9230244,556.882206717,1067.1859248,565.564027435,1056.84124025,633.068549653,1012.80020787,636.561587428,1033.12955943,639.793251645,1004.33123681,564.191880889,992.368202373,565.024571695,1051.57653721,595.152825903,1010.08963726,595.147928577,1074.71658399,549.47207959,991.445054938,555.574935457,1081.66422986,595.432348481,984.563638306,595.658346047,1032.21147066,628.915881318,1032.47437107,634.1738894
26.11,11.85921935321162,6.016658844093131,7.664815160901951,8.571363112107955,1063.20787939,623.439511921,998.740964799,624.078093391,1081.57956692,561.974555924,982.359481719,565.479913184,995.885308829,560.59551402,995.92297509,568.260236631,1067.11557322,556.95148402,1067.41603082,565.517579445,1057.57908423,632.834710715,1012.57356129,636.778325837,1033.38570343,640.084231972,1004.20229456,564.239980262,992.3705211,565.046342748,1051.75599296,594.781112435,1009.91161875,594.678659392,1074.66651307,549.49975635,991.363923511,555.554315823,1082.70353587,594.567858262,983.451019309,594.680857045,1032.28803108,628.379372346,1032.58848868,634.388524439
26.144,11.72648480473053,6.7687412004787415,7.436325714999953,8.457127724938063,1063.58995918,622.751640375,998.353101767,623.427669986,1081.84275866,561.90897543,982.46640592,565.471131454,995.648983325,560.738924181,995.648983325,568.175249896,1067.30812204,557.020761323,1067.64613684,565.471131454,1058.31692822,632.600871778,1012.3469147,636.995064246,1033.64184744,640.375212299,1004.07335232,564.288079636,992.372839828,565.068113802,1051.93544871,594.409398968,1009.73360024,594.209390207,1074.61644215,549.52743311,991.282792083,555.533696188,1083.74284189,593.703368043,982.338400313,593.703368043,1032.36459149,627.842863374,1032.7026063,634.603159479
