time,iris_delta,dental_show_delta,pfissure_r_delta,pfissure_l_delta,Oral commisure (L) x,Oral commisure (L) y,Oral commisure (R) x,Oral commisure (R) y,Lateral canthus (L) x,Lateral canthus (L) y,Lateral canthus (R) x,Lateral canthus (R) y,Palpebral fissure (RU) x,Palpebral fissure (RU) y,Palpebral fissure (RL) x,Palpebral fissure (RL) y,Palpebral fissure (LU) x,Palpebral fissure (LU) y,Palpebral fissure (LL) x,Palpebral fissure (LL) y,Depressor (L) x,Depressor (L) y,Depressor (R) x,Depressor (R) y,Depressor (M) x,Depressor (M) y,Iris (M) x,Iris (M) y,Iris (L) x,Iris (L) y,Nasal ala (L) x,Nasal ala (L) y,Nasal ala (R) x,Nasal ala (R) y,Medial brow (L) x,Medial brow (L) y,Medial brow (R) x,Medial brow (R) y,Malar eminence (L) x,Malar eminence (L) y,Malar eminence (R) x,Malar eminence (R) y,Dental show (Top) x,Dental show (Top) y,Dental show (Bottom) x,Dental show (Bottom) y
104.267,12.336382753432995,0.0,5.835040234547491,6.768741200478629,1085.0622921,629.45842617,1021.51550871,631.486515001,1100.27295834,560.503405898,1003.93873884,559.827376287,1016.78330144,554.081124598,1017.79734585,559.827376287,1085.40030691,554.419139403,1085.0622921,561.179435508,1074.24581833,632.162544612,1034.69808612,632.162544612,1055.31698924,631.824529806,1023.54359754,555.771198624,1011.37506455,557.799287456,1070.18964067,588.896649539,1035.37411573,587.206575513,1091.82258821,546.644798882,1009.00896092,543.94068044,1096.55479548,592.276797592,1006.98087209,591.262753176,1053.96493002,627.430337338,1053.96493002,627.430337338
104.301,12.325449270992818,0.0,5.928282468738681,6.363661744933872,1084.68205873,628.214926778,1021.13527534,630.648633375,1099.96032792,560.341553882,1003.1528877,560.071142038,1016.80868583,553.986875544,1017.5523184,559.868333155,1085.49329426,554.527699232,1085.15527945,560.882377571,1073.93318792,631.933089635,1034.85867643,632.135898519,1055.61278547,631.730280752,1023.43377601,555.67694957,1011.26524303,557.63743544,1070.07981914,588.599591602,1034.92627939,587.788356069,1091.64516372,546.550549828,1008.89913939,544.11684323,1097.66182725,592.047342615,1006.33022687,591.438915966,1054.19312329,627.200882362,1054.19312329,627.200882362
104.334,12.31487721562431,0.0,6.035244646297908,5.958655528409254,1084.30182535,626.971427386,1020.75504197,629.81075175,1099.64769751,560.179701867,1002.36703656,560.314907789,1016.83407022,553.892626489,1017.30729095,559.909290023,1085.58628161,554.636259061,1085.24826681,560.585319634,1073.62055751,631.703634659,1035.01926675,632.109252425,1055.90858171,631.636031698,1023.32395449,555.582700516,1011.1554215,557.475583425,1069.96999761,588.302533664,1034.47844306,588.370136625,1091.46773922,546.456300774,1008.78931786,544.29300602,1098.76885902,591.817887639,1005.67958165,591.615078756,1054.42131657,626.971427386,1054.42131657,626.971427386
104.402,12.30466748909899,0.0,6.155211551642431,5.553738574615442,1083.92159198,625.727927994,1020.37480859,628.972870124,1099.3350671,560.017849852,1001.58118542,560.55867354,1016.85945462,553.798377435,1017.0622635,559.950246891,1085.67926897,554.74481889,1085.34125416,560.288261696,1073.30792709,631.474179683,1035.17985706,632.082606332,1056.20437795,631.541782644,1023.21413296,555.488451462,1011.04559997,557.31373141,1069.86017608,588.005475727,1034.03060672,588.951917182,1091.29031473,546.36205172,1008.67949633,544.46916881,1099.87589079,591.588432663,1005.02893643,591.791241546,1054.64950984,626.741972409,1054.64950984,626.741972409
104.437,12.294821004100212,0.0,6.28743882426333,5.148931942322552,1083.54135861,624.484428602,1019.99457522,628.134988498,1099.02243669,559.855997837,1000.79533428,560.802439292,1016.88483901,553.704128381,1016.81723605,559.991203759,1085.77225632,554.853378719,1085.43424152,559.991203759,1072.99529668,631.244724707,1035.34044738,632.055960239,1056.50017419,631.44753359,1023.10431143,555.394202407,1010.93577844,557.151879395,1069.75035455,587.70841779,1033.58277039,589.533697738,1091.11289024,546.267802666,1008.5696748,544.6453316,1100.98292256,591.358977687,1004.37829122,591.967404336,1054.87770312,626.512517433,1054.87770312,626.512517433
104.47,12.285338633731627,0.0,6.431170274635001,4.744263872205793,1083.16112523,623.24092921,1019.61434184,627.297106873,1098.70980627,559.694145822,1000.00948314,561.046205043,1016.9102234,553.609879327,1016.5722086,560.032160627,1085.86524367,554.961938548,1085.52722887,559.694145822,1072.68266627,631.01526973,1035.50103769,632.029314146,1056.79597042,631.353284536,1022.9944899,555.299953353,1010.82595691,556.99002738,1069.64053302,587.411359852,1033.13493405,590.115478295,1090.93546575,546.173553611,1008.45985327,544.82149439,1102.08995433,591.12952271,1003.727646,592.143567126,1055.1058964,626.283062457,1055.1058964,626.283062457
104.507,12.309727002999235,2.3721319368154243,6.086613367336151,4.735224300483411,1084.6842023,620.242167884,1018.09528567,623.960330742,1099.04983153,559.568510341,1000.34950839,560.413547354,1016.74322645,553.822258651,1016.57421905,559.906525146,1085.19122451,555.00531047,1085.02221711,559.737517743,1075.38879516,629.199560223,1034.48900372,631.903678665,1057.13599568,632.410700873,1022.82749294,555.512332678,1010.65895995,557.371414107,1069.13552126,586.609694761,1032.9679371,588.299768787,1090.9374762,546.385932936,1008.96888593,544.864866312,1104.45806841,590.496865022,1000.6875232,590.327857619,1055.10790684,624.46735295,1055.27691425,626.833456587
104.537,12.336382753432995,4.744263871920808,5.746251689000019,4.732207272999972,1086.20727938,617.243406559,1016.57622949,620.623554611,1099.38985678,559.44287486,1000.68953365,559.780889665,1016.57622949,554.034637976,1016.57622949,559.780889665,1084.51720535,555.048682392,1084.51720535,559.780889665,1078.09492405,627.383850716,1033.47696976,631.778043185,1057.47602093,633.468117211,1022.66049599,555.724712002,1010.491963,557.752800834,1068.6305095,585.80802967,1032.80094015,586.48405928,1090.93948665,546.59831226,1009.47791858,544.908238234,1106.8261825,589.864207333,997.647400399,588.512148112,1055.10991729,622.651643443,1055.4479321,627.383850716
104.601,12.078479785153839,6.783728744186981,5.6509141799999725,4.715669717182271,1086.77410699,615.610402639,1013.6589045,618.730539302,1097.46924211,558.875917634,999.254273569,559.707954077,1014.87229098,554.057039897,1014.87229098,559.707954077,1082.87393616,554.81973997,1082.96060662,559.534613151,1077.0583481,628.519968085,1030.52497658,632.01278774,1055.42540057,634.378891377,1021.28590523,555.621441752,1009.34271545,557.42418738,1067.81927676,585.141401411,1030.07429017,586.718803836,1089.45222429,546.49504201,1007.53996982,544.917639586,1105.33892014,587.958191455,996.723496053,587.394833446,1053.17196853,621.647000379,1053.73532654,628.407296484
104.769,11.82354121584621,8.823704403454524,5.55557667100004,4.700736173270847,1087.34093461,613.977398719,1010.74157951,616.837523994,1095.54862744,558.308960407,997.819013492,559.635018489,1013.16835247,554.079441818,1013.16835247,559.635018489,1081.23066697,554.590797549,1081.4040079,559.288336638,1076.02177215,629.656085455,1027.5729834,632.247532295,1053.3747802,635.289665542,1019.91131448,555.518171502,1008.1934679,557.095573927,1067.00804401,584.474773152,1027.3476402,586.953548391,1087.96496194,546.39177176,1005.60202106,544.927040937,1103.85165779,586.052175577,995.799591707,586.27751878,1051.23401977,620.642357314,1052.02272098,629.430742251
